gps_time,alt,amb,ch4,ch4d,co,co2,co2d,cod,cog,gasp,h2o,hdop,heading,lat,lon,pressure,rd1,rd2,sog,t,temp,wd_corr,wd_uncorr,ws_corr,ws_uncorr
2023-07-06 13:49:40.300,59.3,27.3748370229,2.12768945671,2.16992329483,0.233256206891,435.767052424,444.548571633,0.126847000831,303.1,50.6082771432,21457.8781205,5.0,205.6,43.6613016667,-79.399085,998.6,9.8661474304,24.5608977998,0.1,24.1980917153,25.9,3.4,139.0,0.9,1.6
2023-07-06 13:49:41.300,59.7,27.3791684232,2.12704626478,2.17439019333,0.285326849186,435.393167142,445.322330125,0.238995140693,303.1,50.5903445388,21398.5143159,5.0,205.6,43.6613033333,-79.399085,998.6,9.86589818174,24.5610578922,0.1,24.1992875602,25.9,4.5,153.6,0.9,1.9
2023-07-06 13:49:42.300,60.0,27.3831118283,2.12330144003,2.17339087651,0.244548095942,435.140036532,444.895400069,0.291942162446,305.5,50.6599968381,21413.764367,5.0,205.5,43.6613016667,-79.3990816667,998.6,9.86658378767,24.5589687582,0.1,24.2008824377,25.9,5.2,154.0,0.8,1.6
2023-07-06 13:49:43.300,60.5,27.3851275173,2.12742808443,2.1697575173,0.13539808818,435.717956389,444.659624871,0.250388604757,308.1,50.6270359856,21533.7187215,5.0,205.6,43.6613033333,-79.3990816667,998.6,9.86647780804,24.5583195201,0.1,24.202602072,25.9,358.5,154.6,0.8,1.7
2023-07-06 13:49:44.300,61.2,27.3897592851,2.12872507576,2.17430303317,0.0759489405013,435.667661279,445.312283913,0.137601170196,306.2,50.5838114552,21469.8733113,5.0,205.6,43.661305,-79.39908,998.6,9.86606245446,24.5614008,0.1,24.2031,25.9,10.6,162.8,1.0,2.1
2023-07-06 13:49:45.300,61.8,27.3916380196,2.12520180451,2.17533072633,0.0941657771372,435.066560646,445.208414666,0.0775686694058,307.0,50.6368986525,21477.1187836,5.0,205.4,43.661305,-79.3990783333,998.6,9.86738559796,24.5670320187,0.1,24.2033349979,25.9,1.1,152.7,0.9,2.1
2023-07-06 13:49:46.300,62.3,27.3911620657,2.12693071175,2.17183417277,0.19479685119,435.295025353,444.614737089,0.0971179969064,308.7,50.6300692205,21689.2297279,5.0,205.3,43.66131,-79.3990816667,998.6,9.86844444695,24.5641113803,0.3,24.2041395681,26.0,6.5,154.9,1.2,2.6
2023-07-06 13:49:47.300,63.2,27.3970498919,2.1268800682,2.17413492913,0.222014519974,435.128513683,444.951990177,0.200666208616,308.5,50.5970494653,21712.2011199,5.0,205.2,43.6613116667,-79.399085,998.6,9.86827002835,24.5589001291,0.1,24.2057499705,26.0,8.0,155.1,1.4,2.6
2023-07-06 13:49:48.300,64.1,27.3999357942,2.12361266335,2.17404649469,0.0826739661402,434.858200053,444.778283984,0.226114590968,308.4,50.6423872961,21713.0503838,5.0,205.2,43.6613133333,-79.3990883333,998.6,9.86562085007,24.556329907,0.3,24.2072567291,26.0,354.5,148.7,0.8,1.9
2023-07-06 13:49:49.300,65.0,27.4020590309,2.12453881755,2.17069962516,0.0384338248638,435.289035554,444.523845895,0.0794964140808,309.2,50.6363973488,21719.4336653,5.0,205.2,43.6613166667,-79.3990933333,998.6,9.86586541852,24.559319677,0.1,24.2084513409,26.0,3.6,149.0,1.2,2.7
2023-07-06 13:49:50.300,66.2,27.4082291878,2.12740889709,2.17170042685,0.16863937066,435.413228773,444.952077641,0.0391434517905,311.6,50.5815546955,21717.5897438,5.0,205.2,43.6613216667,-79.3990983333,998.5,9.86781361329,24.5608951431,0.1,24.2095812529,26.0,7.3,157.6,1.4,2.8
2023-07-06 13:49:51.300,67.2,27.4094171453,2.12510864947,2.17464862665,0.163023136177,435.152651695,445.079128235,0.172985106413,310.6,50.6296940279,21745.7416263,5.0,205.0,43.6613266667,-79.3991033333,998.7,9.86804930623,24.5571963322,0.1,24.2108069377,26.0,2.9,156.5,1.3,2.5
2023-07-06 13:49:52.300,67.8,27.4094647852,2.12419098146,2.17224192334,0.0809403574921,435.282100758,444.819462427,0.163743190836,309.7,50.6506352992,21836.9127715,5.0,204.8,43.6613316667,-79.39911,998.7,9.86733628307,24.5606030834,0.1,24.2117774642,26.0,356.3,146.0,1.3,2.7
2023-07-06 13:49:53.300,68.2,27.4141877113,2.12761596369,2.17165445936,0.163900796605,435.765398266,445.005274306,0.0826622760253,310.3,50.5754100705,21875.9847508,5.0,205.1,43.661335,-79.399115,998.7,9.86719264824,24.5570967176,0.1,24.2129033897,26.0,353.4,159.0,1.2,2.2
2023-07-06 13:49:54.300,68.6,27.417958295,2.12364763437,2.17524219138,0.146860309612,435.361006981,445.516871332,0.169846707151,312.2,50.6343053067,21808.3427039,5.0,205.0,43.6613383333,-79.3991183333,998.7,9.86698772462,24.5533011408,0.1,24.213831659,26.0,13.1,165.0,1.0,2.0
2023-07-06 13:49:55.300,68.7,27.4209375814,2.12457768262,2.17085353393,0.130187696795,435.38961113,445.051288226,0.147969731796,309.8,50.6663611891,21918.608538,5.0,205.0,43.6613383333,-79.39912,998.6,9.86855976095,24.5532061551,0.1,24.2150094134,26.0,11.6,167.1,1.0,1.9
