Date,Enhancement_ppm,Area_ppm.m,Latitude,Longitude,Level,wd_corr,ws_corr,width_m
2019-08-16 14:21:01.600000,0.04,1.0877922884783586,43.66198,-79.394225,1,60.1,3.1,51.20473255448325
2019-08-16 14:24:07.599999,0.04,3.4113931026309454,43.664190000000005,-79.38729000000001,0,121.0,3.5,172.01611475890863
2019-08-16 14:26:46.600000,0.08,23.244960440376772,43.66637666666666,-79.38778333333333,1,67.6,2.9,638.5298024212768
2019-08-16 14:27:25.600000,0.07,11.551061837694865,43.66752666666667,-79.388575,1,62.0,2.7,372.2621328214229
2019-08-16 14:28:41.600000,0.04,3.9125987150077033,43.66981,-79.38935166666667,1,17.1,3.0,132.46820552261258
2019-08-16 14:29:45.600000,0.03,1.4284966085708004,43.67078166666667,-79.39002333333333,0,85.9,1.9,105.27225390792066
2019-08-16 14:30:53.600000,0.05,3.6524198264258105,43.672934999999995,-79.39089166666666,1,237.8,0.8,169.00733779478534
2019-08-16 14:35:21.600000,0.08,2.6569163176732786,43.67211833333333,-79.3845,1,211.0,1.1,110.6574604777884
2019-08-16 14:37:43.600000,0.08,2.9930921190498543,43.673175,-79.38057333333333,1,188.7,2.5,73.553797591216
2019-08-16 14:37:57.600000,0.04,0.30171771387891066,43.67313666666666,-79.38008333333333,0,296.2,1.9,16.66988145258825
2019-08-16 14:39:33.600000,0.03,1.0653281566533042,43.67310333333333,-79.37931333333333,0,170.8,2.8,67.49335308918178
2019-08-16 14:40:49.600000,0.05,5.943953075444292,43.67302166666666,-79.37487166666666,1,179.3,3.5,209.0049751743798
2019-08-16 14:41:17.600000,0.04,2.1412307049891957,43.67287666666667,-79.373455,1,187.2,3.2,98.1034760239139
2019-08-16 14:42:55.700000,0.05,1.5724398039077725,43.672003333333336,-79.36878833333333,1,213.8,2.3,71.97686080838194
2019-08-16 14:44:21.699999,0.04,1.5593287583643953,43.67105166666666,-79.36419666666667,1,218.5,2.2,79.62890880993663
2019-08-16 14:44:58.700000,0.04,1.0806366667031417,43.67050666666667,-79.36253,0,210.7,1.5,70.0823883907035
2019-08-16 14:45:27.699999,0.04,0.9550352231333606,43.67011166666666,-79.36149833333333,1,134.7,2.4,49.00237860568574
2019-08-16 14:46:13.699999,0.07,6.042648708184989,43.670291666666664,-79.360125,1,103.0,1.7,238.96570516514214
2019-08-16 14:47:05.700000,0.04,1.803917400394652,43.67170333333333,-79.36198666666667,0,142.9,0.6,81.78752317781998
2019-08-16 14:48:14.699999,0.05,1.0067764692541523,43.674051666666664,-79.36392833333333,1,106.2,2.3,71.65049330931355
2019-08-16 14:49:53.700000,0.07,12.687467279363872,43.67634166666666,-79.36526500000001,1,137.2,1.8,347.9030793313004
2019-08-16 14:51:22.699999,0.03,1.388512842251966,43.678540000000005,-79.36716166666666,0,76.0,2.1,78.59151872973963
2019-08-16 14:53:06.700000,0.05,3.3660868180467056,43.681688333333334,-79.36735,1,107.3,3.3,145.57214752277048
2019-08-16 14:56:33.700000,0.02,0.5454639426844232,43.6852,-79.36245,0,190.0,0.9,48.64066851075229
2019-08-16 14:56:57.700000,0.02,0.31164010252060986,43.68561666666667,-79.36239499999999,0,122.5,2.0,30.309148033174264
2019-08-16 14:57:41.700000,0.03,1.37355032414871,43.687371666666664,-79.363095,0,136.4,3.3,100.07324448493092
2019-08-16 15:01:40.700000,0.03,0.9677045629517407,43.69056833333333,-79.36019166666667,0,107.7,1.9,54.81069973698768
2019-08-16 15:02:39.700000,0.11,15.59892087818298,43.69225833333334,-79.35979333333333,1,89.0,2.0,418.8103736346926
2019-08-16 15:06:27.699999,0.04,1.665598684233756,43.69786333333333,-79.35462666666666,1,164.8,1.7,80.67962690191591
2019-08-16 15:07:08.699999,0.01,0.3549304094197509,43.697925,-79.35373833333334,0,319.5,0.7,36.517069643462435
2019-08-16 15:08:34.700000,0.03,0.4519388047186352,43.69842,-79.35023000000001,0,134.1,1.8,28.48462990505429
2019-08-16 15:10:23.699999,0.05,2.5670865456570016,43.698485,-79.34776666666667,1,176.8,2.7,102.91428282916866
2019-08-16 15:12:12.699999,0.17,26.547531932662288,43.69813166666667,-79.34380666666667,1,139.5,2.0,430.0537893204717
2019-08-16 15:16:17.699999,0.05,0.8216350651130259,43.70235166666666,-79.33650333333334,1,141.4,2.3,47.09951653181797
2019-08-16 15:17:01.700000,0.04,0.8290666937153502,43.70295833333334,-79.3351,1,171.0,1.8,42.42282681300069
