Date,Enhancement_ppm,Area_ppm.m,Latitude,Longitude,Level,wd_corr,ws_corr,width_m
2020-07-31 16:58:35.799999952,0.05,4.298680943743054,43.68036333333333,-79.481895,1,159.7,2.2,210.00480195871583
2020-07-31 17:02:23.700000048,0.89,113.52848368807778,43.68076666666666,-79.47766666666666,2,197.5,0.3,511.14873589378425
2020-07-31 17:08:43.900000095,0.01,0.010156736988409581,43.678225,-79.480825,0,210.7,1.0,1.312914742642225
2020-07-31 17:10:48.900000095,0.04,0.9439411583518058,43.67954166666666,-79.48251666666667,0,65.3,4.6,67.27185878973566
2020-07-31 17:21:24.900000095,1.81,171.52263692625115,43.68104333333334,-79.4781,3,147.5,0.5,582.847412469027
2020-07-31 17:25:09.900000095,0.03,1.6018588028025265,43.67725666666666,-79.476905,0,154.6,2.3,90.43280895163652
2020-07-31 17:29:00.900000095,0.03,0.9489157880831544,43.67708166666666,-79.47183166666667,0,151.5,1.2,52.90632647872297
2020-07-31 17:30:29.900000095,0.02,0.16986217529426617,43.67423833333334,-79.46953666666667,0,171.1,2.6,13.745099655820043
2020-07-31 17:32:08.000000000,0.05,2.6772118204649007,43.67348166666667,-79.46871333333333,1,143.9,1.9,109.8924574104488
2020-07-31 17:35:06.000000000,0.46,93.6532918461006,43.67189333333334,-79.46745,2,158.3,0.6,596.0762079445467
2020-07-31 17:37:32.000000000,0.05,1.0634993625943603,43.66966166666667,-79.463915,1,189.2,3.3,58.81283691312077
2020-07-31 17:38:25.000000000,0.01,0.06465294472958305,43.66856,-79.463425,0,222.3,4.7,8.14680810300925
2020-07-31 17:41:03.000000000,0.02,0.6711499528292236,43.67071,-79.46095166666667,0,142.9,0.5,58.4888664830685
2020-07-31 17:42:38.000000000,0.03,1.5823085674438442,43.67029,-79.45927333333333,0,210.6,0.8,84.18111985290824
2020-07-31 17:43:02.000000000,0.04,1.8099781012586247,43.670078333333336,-79.458045,1,7.4,0.3,98.97123510499793
2020-07-31 17:43:47.000000000,0.02,0.1937762377571794,43.67025333333334,-79.45597833333333,0,272.2,2.0,19.298430411124244
2020-07-31 17:46:02.000000000,0.04,8.404819766480859,43.67091666666666,-79.45171500000002,1,263.3,2.1,406.80247025445175
2020-07-31 17:52:17.000000000,0.02,0.23341894633310503,43.67283,-79.44126666666666,0,222.3,0.9,20.853117572174344
2020-07-31 17:55:36.099999905,0.03,3.3683416435410476,43.67467833333333,-79.430875,0,216.3,2.6,192.1944802010143
2020-07-31 17:56:31.099999905,0.05,1.7873557315793502,43.67471333333334,-79.42833833333333,1,148.7,1.6,83.59819032170019
2020-07-31 17:56:55.099999905,0.03,1.2035758229315323,43.67478666666667,-79.42721166666666,0,161.7,1.3,63.04667747828435
2020-07-31 17:57:27.099999905,0.03,1.2428973199276747,43.67497166666666,-79.42578166666667,0,299.2,0.9,70.2160117816423
2020-07-31 17:59:26.099999905,0.04,2.223402847585892,43.67202166666666,-79.42168833333334,1,128.9,1.6,130.73617854928233
2020-07-31 18:00:54.099999905,0.04,1.1112501215158401,43.66958833333333,-79.42081166666667,1,168.1,1.4,60.661595659547146
2020-07-31 18:01:06.099999905,0.03,1.4297021457365573,43.66917666666666,-79.42065333333333,0,240.6,2.2,88.32826325172671
2020-07-31 18:02:04.099999905,0.03,0.9935685470371342,43.66711166666666,-79.41989666666667,0,167.4,1.9,58.606893065592864
2020-07-31 18:04:50.099999905,0.09,16.517873239033705,43.66393166666667,-79.41662333333333,1,249.4,1.8,466.39790058716875
2020-07-31 18:08:53.099999905,0.05,1.0064184766158757,43.665825,-79.40794166666667,1,307.9,2.0,55.853931692312564
2020-07-31 18:09:35.099999905,0.11,11.921970540439796,43.666075,-79.40644833333333,1,269.1,0.8,188.57685839339555
2020-07-31 18:10:31.099999905,0.03,1.3153606124933708,43.66643333333333,-79.405125,0,295.9,1.5,86.6069340036335
