Date,Enhancement_ppm,Area_ppm.m,Latitude,Longitude,Level,wd_corr,ws_corr,width_m
2020-07-31 15:12:58.400000095,0.04,0.15617878360592716,43.661185,-79.39891833333333,0,323.7,0.7,7.744658190419845
2020-07-31 15:19:01.400000095,0.01,0.07039468933764695,43.66322333333334,-79.40190833333334,0,66.4,1.8,8.725681449010127
2020-07-31 15:20:19.400000095,0.04,2.6640256202182915,43.66245,-79.40515833333333,1,54.5,2.3,112.1460533437104
2020-07-31 15:21:23.400000095,0.05,8.727958575475384,43.66223666666666,-79.40634333333334,1,37.5,1.6,310.04274179146535
2020-07-31 15:22:59.400000095,0.04,3.395521371499534,43.661485,-79.41018666666666,0,53.2,1.8,175.73123447109762
2020-07-31 15:25:26.500000000,0.03,1.4617891890463477,43.66022666666667,-79.41623666666666,0,73.3,2.1,78.18105959420171
2020-07-31 15:25:50.400000095,0.04,2.4784664336799302,43.65995833333334,-79.417665,1,69.4,2.1,123.32262315513633
2020-07-31 15:25:55.500000000,0.04,1.2637779348569427,43.65986666666666,-79.41807,0,11.7,0.6,80.85595453559763
2020-07-31 15:29:09.500000000,0.03,1.0287871844269516,43.66328833333333,-79.42356666666667,0,187.3,1.6,64.51870766083131
2020-07-31 15:32:39.500000000,0.08,32.945649870268454,43.670156666666664,-79.42644,1,148.2,1.2,936.1508524108847
2020-07-31 15:33:38.500000000,0.04,4.816130131230641,43.67013833333333,-79.42905166666667,0,108.4,3.4,265.51620756277254
2020-07-31 15:34:39.500000000,0.03,0.44971620191472705,43.66978,-79.43243000000002,0,79.6,2.9,31.59387323284252
2020-07-31 15:35:27.500000000,0.03,1.9616252626038988,43.669555,-79.43367833333333,0,71.5,2.5,118.5143307761722
2020-07-31 15:37:56.500000000,0.05,4.835110210892559,43.66844333333334,-79.44074666666667,1,80.8,2.4,181.69261303840634
2020-07-31 15:38:15.500000000,0.05,1.7292050325747674,43.66817,-79.44184833333334,1,44.3,1.7,101.18248370305724
2020-07-31 15:40:56.500000000,0.03,1.8763906260896774,43.66636,-79.44769333333333,0,41.6,3.8,114.15509563514323
2020-07-31 15:41:13.500000000,0.03,2.139819820617856,43.666215,-79.4482,0,20.8,1.7,125.41552714628081
2020-07-31 15:48:43.500000000,0.52,122.08888161788767,43.66542000000001,-79.46424666666667,2,4.1,1.8,1069.1061718098565
2020-07-31 15:52:16.500000000,0.04,1.7277479765142028,43.66555,-79.47204833333333,0,97.1,3.8,95.58814600055014
2020-07-31 15:52:29.500000000,0.04,2.268737299399086,43.66553166666666,-79.47283,1,90.7,2.7,106.61008843345603
2020-07-31 15:52:48.500000000,0.04,5.832233867340349,43.66557833333334,-79.474005,0,70.0,1.7,252.41108167327934
2020-07-31 15:55:33.500000000,0.07,10.776550736634007,43.66667666666667,-79.48250333333333,1,128.8,1.7,298.6544926582398
2020-07-31 16:01:08.500000000,0.04,2.098624050562921,43.669415,-79.46911166666666,0,148.5,1.6,96.83846815437875
2020-07-31 16:04:29.500000000,0.06,10.237380634325861,43.669958333333334,-79.46405,1,159.0,2.1,326.4644695591664
2020-07-31 16:04:41.500000000,0.06,2.3081677594947942,43.669563333333336,-79.46387333333334,1,171.3,2.6,101.77682129203515
2020-07-31 16:07:31.500000000,0.02,0.8768029899708809,43.670671666666664,-79.46218833333333,0,206.1,1.7,71.34785610176893
2020-07-31 16:08:30.500000000,0.04,3.2383872748992273,43.67052333333334,-79.46005,1,115.8,2.1,178.01765752004863
2020-07-31 16:10:09.500000000,0.03,1.7606883141049516,43.67023666666667,-79.45653833333333,0,61.3,2.2,109.93705246331648
2020-07-31 16:14:28.500000000,0.03,2.740290191725068,43.665565,-79.45237333333333,0,105.7,1.5,182.5611709092864
2020-07-31 16:16:20.599999905,0.06,4.354621469002833,43.664495,-79.458285,1,127.5,3.9,144.5256824638826
2020-07-31 16:19:05.599999905,0.04,0.43785239914532414,43.664745,-79.459255,0,130.8,2.0,17.8054634835632
2020-07-31 16:19:28.599999905,0.05,0.9851492004250731,43.66482333333333,-79.45955666666667,1,90.6,2.2,59.181580558481656
2020-07-31 16:22:17.599999905,0.32,48.88803191866871,43.66547166666667,-79.46393666666667,2,45.8,1.1,541.9006691305705
2020-07-31 16:28:09.599999905,0.03,1.1811348441191574,43.66556333333333,-79.47678666666667,0,86.9,1.4,80.02421969666847
2020-07-31 16:29:57.700000048,0.03,0.7213842945367256,43.66565166666667,-79.48176,0,84.2,1.1,36.96012423128755
2020-07-31 16:30:28.599999905,0.06,11.557175248564084,43.66685333333334,-79.482665,1,111.3,1.0,320.78832790810446
2020-07-31 16:31:09.700000048,0.04,1.0469897427812935,43.66868666666666,-79.48331833333333,1,173.6,2.5,40.986729071541355
2020-07-31 16:33:08.700000048,0.17,53.20343710198342,43.67033333333333,-79.48639166666666,1,61.2,0.8,770.3892372914744
2020-07-31 16:52:35.799999952,0.12,11.342439221533759,43.67460166666667,-79.48170666666667,1,233.6,0.7,216.7094521635373
2020-07-31 16:55:09.799999952,0.02,0.1724844917655117,43.676685,-79.482805,0,146.4,0.9,11.871080394071324
2020-07-31 16:57:21.799999952,0.02,0.27007896788953073,43.677955,-79.48264333333333,0,197.1,2.1,22.963383178288282
2020-07-31 16:57:31.799999952,0.02,0.8136586606515381,43.678225,-79.48269666666667,0,197.8,2.4,59.978034693087224
2020-07-31 16:57:47.799999952,0.04,1.521240822417917,43.67865833333333,-79.48283666666667,1,245.0,1.2,83.53141813501222
