gps_time,alt,amb,ch4,ch4d,co,co2,co2d,cod,cog,gasp,h2o,hdop,heading,lat,lon,pressure,rd1,rd2,sog,t,temp,wd_corr,wd_uncorr,ws_corr,ws_uncorr
2019-08-16 14:15:57.500000, 107.5,22.3719,1.98069,2.00639,0.0375657,393.476,400.723,0.229597, 216.8,50.4471,14959.2, 1.2, 205.3, 43.661206666666665, -79.39892333333333, 1002.1,9.86719,24.6425, 0.0,21.0075,20.7, 48.1, 204.4, 2.2, 4.5
2019-08-16 14:15:58.500000, 107.6,22.3748,1.96859,2.01077,0.0303932,391.92,399.451,0.0381362, 214.7,50.5692,14672.5, 1.2, 205.3, 43.661206666666665, -79.39892333333333, 1002.1,9.86537,24.6326, 0.0,21.0078,20.7, 57.6, 216.3, 2.6, 5.2
2019-08-16 14:15:59.500000, 107.7,22.3775,1.97927,1.9979,0.0734889,392.23,397.756,0.0308458, 189.2,50.5207,14853.5, 1.2, 205.4, 43.661206666666665, -79.39892333333333, 1002.1,9.86855,24.639, 0.0,21.0084,20.7, 69.6, 226.9, 2.8, 5.9
2019-08-16 14:16:00.500000, 107.8,22.3859,1.98325,2.00911,0.0,391.468,398.144,0.0745969, 200.8,50.4415,14823.2, 1.2, 205.4, 43.661206666666665, -79.39892333333333, 1002.1999999999999,9.86563,24.6386, 0.0,21.0093,20.7, 71.8, 226.8, 3.1, 6.0
2019-08-16 14:16:01.500000, 107.9,22.3854,1.97343,2.01309,0.191491,390.983,397.358,0.0, 215.9,50.5828,14647.6, 1.2, 205.3, 43.661208333333335, -79.39892166666667, 1002.1999999999999,9.86686,24.6354, 0.0,21.0097,20.7, 72.1, 227.1, 3.1, 6.2
2019-08-16 14:16:01.500000, 107.9,22.3889,1.97995,2.00276,0.0,392.138,396.795,0.194338, 215.9,50.5079,14821.5, 1.2, 205.3, 43.661208333333335, -79.39892166666667, 1002.1999999999999,9.86569,24.6296, 0.0,21.0102,20.7, 72.1, 227.1, 3.1, 6.2
2019-08-16 14:16:02.500000, 107.9,22.3992,1.97764,2.00974,0.476513,391.944,398.038,0.0, 194.9,50.4407,14817.3, 1.2, 205.3, 43.661208333333335, -79.39892166666667, 1002.1999999999999,9.86934,24.6334, 0.0,21.0118,20.7, 75.6, 229.0, 3.3, 6.3
2019-08-16 14:16:03.500000, 108.0,22.3957,1.97086,2.00738,0.0,389.889,397.839,0.48368, 225.4,50.589,14664.3, 1.2, 205.3, 43.661208333333335, -79.39892166666667, 1002.1,9.86629,24.6366, 0.0,21.0125,20.7, 70.6, 224.1, 3.4, 6.7
2019-08-16 14:16:04.500000, 108.0,22.4013,1.97664,2.00019,0.0,389.782,395.691,0.0, 236.9,50.4788,14458.5, 1.2, 205.3, 43.661208333333335, -79.39892, 1002.1,9.8679,24.6444, 0.0,21.0132,20.7, 69.1, 224.0, 3.2, 6.2
2019-08-16 14:16:05.500000, 108.0,22.4077,1.979,2.00564,0.0507863,389.799,395.501,0.0, 221.7,50.4726,14816.6, 1.2, 205.3, 43.661208333333335, -79.39892, 1002.1,9.86747,24.6322, 0.0,21.0144,20.7, 76.0, 233.0, 3.2, 6.4
2019-08-16 14:16:06.500000, 108.0,22.4082,1.97482,2.00877,0.0,389.321,395.662,0.0515501, 217.4,50.5746,14862.7, 1.2, 205.2, 43.66121, -79.39892, 1002.1999999999999,9.86971,24.6388, 0.0,21.0148,20.7, 76.6, 231.3, 3.4, 6.6
