Date,Enhancement_ppm,Area_ppm.m,Latitude,Longitude,Level,wd_corr,ws_corr,width_m
2018-06-04 15:57:25.100,0.03,3.070516977581962,43.65661166666667,-79.39501666666666,1,275.3,0.8,172.91498591274902
2018-06-04 15:59:01.100,0.06,14.530221782947997,43.65393333333334,-79.393855,2,191.5,1.4,451.13420954405484
2018-06-04 16:00:59.100,0.02,1.0792686739913504,43.65129,-79.39193666666667,1,247.2,1.3,64.29784767261012
2018-06-04 16:03:43.100,0.03,1.7866068306552885,43.649125,-79.39072166666666,1,3.8,4.0,85.91473142174489
2018-06-04 16:06:23.100,2.06,170.87964117315215,43.64835666666666,-79.38831833333333,3,145.8,3.3,336.0259645529776
2018-06-04 16:09:57.100,0.26,22.80984387036272,43.64474666666667,-79.38498333333334,2,91.2,0.4,467.5868732095574
2018-06-04 16:11:34.100,0.06,1.5819772671968104,43.64243666666667,-79.38422333333334,1,180.7,3.7,52.41654665835615
2018-06-04 16:16:13.100,0.08,22.164597083181086,43.642385,-79.37739666666667,2,151.1,1.4,477.5880155789041
2018-06-04 16:18:12.200,0.06,13.18945510990955,43.642545,-79.37252166666667,2,65.4,3.0,424.2006597826915
2018-06-04 16:37:09.200,0.07,3.662350468472419,43.648109999999996,-79.35410166666666,1,273.9,3.8,93.20711483603509
2018-06-04 16:38:46.200,2.9,373.17162097563374,43.65011666666667,-79.34892166666667,3,293.5,1.5,560.8002402646662
2018-06-04 16:44:11.200,0.12,0.10585759811801292,43.650045,-79.34682333333333,1,230.2,2.3,1.8574883684335566
2018-06-04 16:45:48.300,0.22,0.6134662452089481,43.65005333333333,-79.34683333333334,2,251.7,3.8,6.621141341565213
2018-06-04 16:48:11.400,0.18,0.5421579545048189,43.65005833333333,-79.34682666666667,1,266.8,6.2,6.404179763746589
2018-06-04 16:52:06.400,0.27,36.734644022379456,43.64950333333334,-79.34806,2,212.6,3.5,387.8978555457648
2018-06-04 16:54:27.400,0.1,12.810388702500461,43.64715833333333,-79.35340333333333,2,231.0,4.6,284.23216212954515
2018-06-04 16:55:12.400,0.23,4.351235832871707,43.64730833333334,-79.35395666666666,2,328.9,4.2,50.64766801912043
2018-06-04 16:58:25.400,6.3,508.29556393053207,43.64997166666666,-79.34931666666667,3,312.4,1.2,615.6884633140667
2018-06-04 17:02:23.400,0.03,1.7549608893167987,43.64828333333333,-79.34576666666666,1,220.9,3.5,80.46382504134033
2018-06-04 17:12:00.500,0.05,5.62692239114398,43.641816666666664,-79.34969166666667,1,179.0,0.7,179.49398674015112
2018-06-04 17:20:19.500,0.03,4.800074489657941,43.645275,-79.33384166666667,1,346.7,1.2,265.45527023144797
2018-06-04 17:27:27.500,0.46,94.65630646443903,43.65003666666666,-79.32799,3,301.9,2.7,422.37666305018814
2018-06-04 17:38:27.600,0.21,53.43481695357561,43.65018,-79.32782666666667,2,239.2,3.6,593.0887338967142
2018-06-04 17:42:49.600,0.02,1.5543213061809118,43.65622166666667,-79.32588666666666,1,277.8,1.9,87.97172980928882
2018-06-04 17:44:04.600,0.04,6.529184713203521,43.65742333333333,-79.32450166666666,1,253.5,4.6,230.92680198145354
2018-06-04 17:46:00.600,0.04,2.6279908364432902,43.657705,-79.32413666666666,1,240.4,5.7,116.55824372215143
2018-06-04 17:47:58.600,0.02,0.5407043976605306,43.65738166666666,-79.32668833333334,0,1.2,4.7,34.9858537907715
2018-06-04 17:48:32.600,0.08,1.7915884649661626,43.65772833333333,-79.32697833333333,1,222.0,3.7,41.43175439240043
2018-06-04 17:53:16.600,0.02,1.3108518304881518,43.65964833333334,-79.32895500000002,1,105.2,2.4,83.15218660271634
2018-06-04 19:06:39.600,0.03,2.911862432505786,43.661854999999996,-79.31299,1,163.0,1.3,137.74097631992294
2018-06-04 19:17:38.800,0.61,138.05287808779104,43.65582,-79.31100666666667,3,266.6,3.0,1889.938219235262
2018-06-04 19:36:54.800,0.02,0.9243912493406371,43.66105666666667,-79.31066833333334,0,330.3,4.2,59.6098163042555
2018-06-04 19:57:07.900,0.02,2.226752009617149,43.661625,-79.31255833333333,1,275.8,1.3,125.52575988871948
2018-06-04 19:58:29.900,0.04,4.107406996532504,43.66208833333334,-79.31484833333333,1,280.0,3.0,175.61076509929808
2018-06-04 20:00:50.900,0.04,2.15483055975951,43.66211833333333,-79.31621333333334,1,277.4,10.4,97.40771870376219
2018-06-04 20:15:42.000,0.02,0.938377828508313,43.65246333333333,-79.34418833333334,0,224.6,5.2,67.44599239352421
2018-06-04 20:17:43.000,0.2,10.311126017863023,43.651379999999996,-79.34706833333334,2,251.3,2.3,279.705614053885
2018-06-04 20:18:46.000,0.06,2.4233186817375127,43.65144333333333,-79.34851,1,284.7,0.8,73.53009984355491
2018-06-04 20:26:27.000,0.02,3.211188083226963,43.65043,-79.35355166666666,1,250.1,3.4,177.83838373409407
2018-06-04 20:27:56.000,0.02,1.4336871349028506,43.64857,-79.35473,1,299.4,3.5,100.28430207724878
2018-06-04 20:50:47.100,0.03,1.1904983166886136,43.66257,-79.37636333333333,1,230.4,5.9,62.27375962184015
2018-06-04 20:52:54.100,0.04,7.313729274468933,43.66170166666666,-79.379825,1,251.5,4.9,267.46367644473236
2018-06-04 20:54:18.100,0.06,2.319341132293855,43.66094333333334,-79.38220666666666,1,291.6,4.7,100.71840092665616
2018-06-04 21:00:47.200,0.07,1.8652132991312813,43.65888666666667,-79.39542333333333,1,132.4,1.7,77.52430008182773
